t,x,y,z
0.149017,708.250977,1610.280029,257.886993
0.159059,706.520996,1563.099976,241.841995
0.16904,699.283997,1503.51001,232.399002
0.17799,697.633972,1458.549927,216.746994
0.198021,690.242004,1347.210083,184.576996
0.238024,679.561951,1144.359985,111.450005
0.248038,679.109985,1074.26001,96.621201
0.268023,670.231995,982.334045,51.581303
0.288025,665.342957,861.877991,33.697502
0.298006,662.092957,819.492981,56.907299
0.327075,652.757996,722.033997,106.602997
0.337047,651.498962,676.239014,130.832993
0.347057,648.311951,649.389954,139.399002
0.357052,645.265991,613.722961,153.824005
0.377041,640.94104,537.734985,183.056992
0.387046,636.432007,512.992981,189.197006
0.40704,632.10199,426.205017,215.559006
0.43706,619.185974,336.720001,230.863007
0.447038,620.772034,280.735992,245.966003
0.476054,608.074036,186.354004,248.590012
0.496066,602.369995,122.046997,247.759995
0.506028,599.679993,85.3498,247.681
0.526066,593.557007,31.135201,232.727005
0.536053,592.001953,-10.0796,230.242004
0.546032,589.557007,-49.961601,232.024002
0.556053,585.348999,-78.351196,223.481995
0.566052,582.146973,-106.068001,210.362
,,,
0,812.763,2648.050049,373.584015
0.010069,815.947021,2608.540039,375.326996
0.020001,814.718018,2507.030029,391.546021
0.03,818.414001,2493.400146,380.381989
0.040043,818.950012,2376.329834,403.181
0.059099,819.185974,2271.179932,407.369995
0.069062,818.601013,2201.430176,415.07901
0.079023,820.150024,2135.52002,417.656006
0.088994,818.72699,2106.800049,409.132996
0.09901,822.09198,2096.580078,393.90799
0.109016,825.003967,2017.339966,398.591003
0.119026,824.377014,1956.949951,398.878998
0.128984,825.862,1850.72998,411.597015
0.139009,827.799011,1811.149902,403.064026
0.149011,827.075989,1758.609985,394.152985
0.169024,831.912964,1671.72998,370.593018
0.189038,827.462952,1546.640015,359.869995
0.199079,832.278015,1461.159912,359.418976
0.208003,829.523987,1457.440063,328.684998
0.218037,831.345032,1312.289917,350.662994
0.228028,829.903015,1296.890015,322.715027
0.238057,829.743042,1231.839966,317.209015
0.258015,830.557983,1134.97998,281.764008
0.268066,831.373962,1098.5,258.906982
0.278025,831.171997,1041.579956,244.022003
0.288038,830.937988,986.859985,225.433014
0.298062,829.626038,943.871948,203.047012
0.308058,829.413025,891.327026,185.184998
0.318036,830.227966,830.710022,167.895996
0.328087,829.977966,781.330017,146.806
0.357037,828.507019,659.475037,57.762299
0.387035,828.268005,518.726013,39.853302
0.397038,828.958984,453.326996,79.904396
0.407038,826.971985,421.173004,96.1577
0.427027,825.468018,346.608002,136.878006
0.437038,825.643005,303.734985,156.699997
0.447031,822.966003,283.066986,163.718994
0.457039,823.085022,241.791992,181.270004
0.467044,821.356995,215.427002,188.089005
0.486029,822.161987,125.809998,222.584
0.506024,821.757019,42.3904,252.947983
0.516028,819.987,37.159698,241.889999
0.526015,820.130005,-14.3446,258.273987
0.536019,820.221008,-47.201397,262.140015
0.546018,819.174011,-95.494499,274.580994
0.556047,816.745972,-111.006996,268.209015
,,,
0,799.585999,2718.060059,394.212982
0.008927,799.809998,2568.150146,425.566986
0.028928,796.71698,2475.5,424.846008
0.038957,794.277039,2399.339844,435.070007
0.048905,791.885986,2328.26001,437.449005
0.058941,790.69397,2296.149902,431.126007
0.06893,791.505981,2191.72998,442.052002
0.078938,788.862976,2106.929932,453.289001
0.088953,785.022949,2061.439941,448.79599
0.098927,783.294006,2018.280029,439.673004
0.108974,783.403992,1976.580078,428.34201
0.118923,784.392029,1886.369995,434.020996
0.128927,780.671021,1846.089966,425.294983
0.138949,778.445007,1793.449951,413.852997
0.167953,774.384949,1583.619995,403.438995
0.177977,772.118958,1538.310059,386.194
0.187918,772.599976,1453.01001,385.32901
0.197943,769.705017,1383.949951,378.574005
0.20795,768.018005,1355.900024,352.147003
0.217938,768.29303,1278.380005,347.64798
0.227941,767.505005,1227.959961,329.578003
0.237931,767.781982,1156.460083,317.445984
0.247935,765.618042,1120.569946,292.113983
0.257962,765.463013,1041.309937,284.737
0.267934,761.973022,1018.440002,252.162003
0.277916,762.905029,922.911987,251.292999
0.316949,758.279968,734.655029,150.17099
0.326956,756.354004,669.134033,134.264008
0.336977,753.552002,623.844971,106.590004
0.34699,750.680054,579.085022,77.661903
0.356974,750.559998,528.35498,46.995899
0.366957,749.472046,445.425018,39.3517
0.377,749.607056,414.016022,46.9874
0.387037,748.804993,384.065002,65.893303
0.397015,747.272034,331.446991,98.296394
0.406961,746.30304,301.998993,115.255997
0.416953,745.271057,266.449982,136.925995
0.426955,742.649963,224.736008,161.695007
0.437015,742.394958,177.792999,185.912003
0.446996,741.291992,145.789001,199.177002
0.465958,741.255005,71.3367,232.990997
0.475944,739.937012,35.723602,246.841003
0.485966,738.393005,-4.80017,261.889984
0.495956,736.303955,-27.192301,267.553009
0.505949,736.960999,-76.525299,289.037994
0.515992,735.755005,-103.209999,292.907013
,,,
0,765.15802,2553.639893,416.631989
0.010043,765.828003,2498.25,414.812012
0.020001,766.394958,2442.040039,418.169006
0.02999,764.36499,2369.649902,420.821014
0.039997,767.121948,2319.259766,416.393005
0.05008,764.716003,2230.679932,425.938995
0.059982,767.018982,2164.97998,425.915009
0.069986,765.763977,2137.629883,412.427002
0.080028,767.518005,2057.73999,414.499023
0.090008,767.739014,2015.549927,403.173004
0.100019,769.04303,1923.52002,409.447021
0.110008,769.285034,1884.219971,396.122009
0.120007,771.81897,1783.880005,399.613007
0.138999,772.200012,1712.079956,367.166992
0.149027,770.140991,1662.789917,354.255005
0.159027,771.022034,1586.420044,349.86499
0.169024,772.489014,1540.829956,333.003021
0.179089,772.841003,1455.579956,330.980988
0.189018,770.669983,1412.879883,312.528015
0.199034,774.896973,1346.519897,300.362
0.209025,772.671997,1306.709961,278.225006
0.219019,773.177979,1243.160034,264.837006
0.229021,772.362,1194.089966,245.231995
0.239053,775.183044,1159.140015,213.472
0.249011,774.281006,1112.469971,190.386993
0.259068,775.969055,1044.569946,176.324997
0.269025,775.942017,979.732971,158.37001
0.298026,779.470032,814.653992,94.979195
0.308036,777.997986,766.085999,68.426804
0.318023,778.451965,728.605957,33.709297
0.328006,781.022034,685.702026,35.628899
0.338091,778.881042,666.380981,52.218002
0.348013,780.920044,595.666992,93.102997
0.358084,779.872009,568.915039,111.175003
0.368004,781.566956,535.309021,130.58699
0.378021,783.222961,502.470032,149.556
0.388015,784.184998,454.518005,177.236008
0.398013,783.219971,432.112,184.315002
0.408008,783.346008,401.625,200.322006
0.418048,782.257019,379.53299,207.386002
0.437077,783.830994,293.625,246.263
0.447024,782.723022,273.281982,249.468002
0.457025,783.768982,240.150009,258.81601
0.467009,784.152954,194.188004,277.596008
0.477044,784.78302,156.427994,287.916992
0.487041,786.261047,113.166,299.652008
0.49703,786.843994,77.463303,309.403015
0.507019,787.361023,42.764,315.872986
0.517032,787.733032,8.630549,317.939026
0.527031,785.848022,-1.48437,309.536011
0.53704,786.126953,-34.723099,310.182983
0.547038,786.622009,-66.660095,311.848022
0.557029,786.925964,-98.354698,310.869995
0.56704,789.086975,-139.285004,315.091003
,,,
0,736.411987,2583.01001,346.825012
0.010034,725.963989,2526.910156,345.61499
0.020014,714.786011,2390.51001,366.607025
0.030015,700.721985,2359.369873,355.401001
0.04002,686.617981,2328.360107,344.36499
0.05002,677.070007,2220.47998,357.707001
0.060043,663.265015,2191.809814,344.460022
0.07911,640.768005,2082.719971,330.148987
0.089041,627.798035,2021.179932,324.471008
0.099013,619.579041,1911.329956,334.899994
0.109015,608.94696,1856.179932,322.230988
0.119018,594.544983,1815.680054,310.21698
0.12901,582.862,1745.190063,307.395996
0.139007,570.504028,1709.050049,286.484009
0.288012,403.865997,865.39801,23.7866
0.298002,397.221008,809.559998,55.337101
0.318028,382.506989,723.842041,100.419998
0.328017,370.477997,701.031006,110.997002
0.33811,364.279999,651.242004,133.893005
0.348021,355.962982,611.421997,152.246994
0.36805,334.386993,550.966003,171.65799
0.37703,326.575989,512.854004,187.710999
0.387024,320.528015,459.845978,207.210999
0.407101,299.867004,395.550995,224.186005
0.417025,290.735992,351.938995,238.334991
0.447043,269.94101,230.294998,264.619995
0.45711,259.964996,190.757004,272.878998
0.467039,250.102997,166.096008,269.507996
0.477093,240.103012,127.465996,273.277985
0.487042,237.509995,77.101402,283.473999
0.49704,226.302002,54.173203,275.29599
0.507095,216.608002,17.5418,276.113983
0.516027,207.007004,-12.046599,272.118988
0.526053,199.25,-46.502602,266.414001
0.536039,188.507004,-76.263596,260.293976
0.546027,186.186005,-127.298996,267.742004
,,,
0,860.072021,2650.680176,407.644989
0.009967,866.98999,2548.170166,423.238983
0.028981,886.562012,2393.840088,441.603973
0.039001,892.447998,2339.560059,444.759003
0.058975,906.942993,2296.789795,420.323029
0.068985,914.838013,2245.22998,421.225983
0.079014,923.515991,2143.280029,430.013
0.088994,930.911987,2132.970215,412.541992
0.109001,947.411011,2008.410034,408.587006
0.119011,953.55304,1982.109985,395.786987
0.129001,961.457031,1924.209961,389.342987
0.13899,966.429016,1884.930054,376.18399
0.148992,976.882996,1813.880005,374.286011
0.158993,980.846985,1791.839966,355.044006
0.177994,996.364014,1674.780029,336.353973
0.187976,1004.259949,1655.530029,313.052002
0.197967,1010.030029,1592.929932,303.191986
0.208013,1018.919922,1546.25,287.063995
0.218062,1025.810059,1500.719971,267.07901
0.297975,1080.790039,1155.890015,91.575897
0.495968,1163,514.209961,291.287018
0.546001,1178.419922,343.221008,324.804993
0.576077,1189.359985,261.718018,320.544006
0.58598,1193.040039,235.697998,318.475006
0.605969,1200.420044,184.552994,308.427979
0.634983,1207.849976,81.131897,301.970978
0.644986,1211.619995,57.6273,292.631012
0.695052,1229.339966,-71.052299,232.899002
0.734991,1230.73999,-138.677002,170.37999
,,,
0,886.030945,2027.920044,451.016998
0.009927,884.324036,2000.51001,442.51001
0.019967,888.100037,1924.380005,446.397003
0.030006,885.626953,1883.959961,437.402008
0.039926,887.348022,1812.25,438.950989
0.049941,886.872986,1774.26001,427.972992
0.068938,886.475037,1641.670044,424.446991
0.078971,887.897034,1608.01001,407.389984
0.08896,889.41803,1545.799927,402.842987
0.098972,888.221985,1499.930054,392.080017
0.108947,889.789001,1442.52002,381.315002
0.119012,891.231995,1413.319946,358.655975
0.128946,889.263977,1357.530029,350.468994
0.138994,890.700989,1305.22998,334.053009
0.148943,891.237,1265.400024,316.139008
0.158956,890.282959,1202.51001,308.373993
0.168953,890.906006,1165.860107,284.755005
0.178963,893.288025,1106.789917,271.513
0.189049,892.355957,1049.839966,256.440002
0.198997,892.125,1005.390076,233.802002
0.20901,893.410034,982.725952,203.293991
0.217972,894.369995,909.549988,191.358994
0.227958,893.482056,857.901978,173.677002
0.247989,892.426025,768.378967,127.456993
0.267963,893.812988,692.841003,68.300301
0.278025,894.372986,665.294983,29.937901
0.288022,892.872986,607.016968,38.174099
0.297967,890.955994,562.898987,68.7995
0.308017,893.357971,553.682007,80.445496
0.317955,892.447998,503.468994,113.562004
0.328015,891.255005,487.170013,124.873001
0.337974,891.480957,454.519012,147.5
0.348048,890.640991,408.14798,174.759003
0.366958,887.305969,348.86499,209.576996
0.376944,888.365967,327.32901,221.447998
0.386961,888.078979,292.10202,238.188004
0.396973,885.771973,264.737,251.141998
0.406959,885.896057,218.227005,273.199005
0.416969,886.851013,199.098999,276.062012
0.426966,886.160034,160.993988,292.681
0.436996,886.582947,136.492004,298.276001
0.446968,883.705017,118.505997,300.779999
0.456969,882.924988,82.244797,313.805023
0.466966,883.093018,41.951298,324.389008
0.477023,880.328003,25.238199,323.625
0.486971,879.221008,-13.767,334.019989
0.496958,878.676025,-46.185501,339.929016
0.507039,879.131042,-67.217003,336.03299
0.516965,879.344971,-103.543999,342.95401
,,,
0,612.14502,952.892029,71.9888
0.01,606.316956,928.882996,91.932404
0.019982,602.352966,895.057007,115.927002
0.029928,596.471008,882.442993,128.822998
0.039993,594.179993,850.205017,149.956009
0.0689,584.640991,738.85498,213.194992
0.078938,582.098999,719.524963,223.056
0.08896,577.093018,681.845032,240.541992
0.099011,571.468994,662.804993,248.531998
0.108928,571.178955,618.585999,266.981995
0.119021,568.745972,592.700989,274.399994
0.128934,563.154968,574.893005,278.535004
0.139011,557.569031,557.75,280.699005
0.148949,553.906006,532.616943,287.94101
0.158948,548.989014,499.391998,297.065002
0.168998,548.945007,452.329987,310.471008
0.178936,544.790955,436.638,309.078003
0.188932,540.017029,405.889984,314.19101
0.198998,534.666016,383.035004,312.890991
0.208011,532.213989,361.364014,311.11499
0.217949,532.057983,318.190002,319.046997
0.227979,525.403992,296.447021,314.570984
0.238013,519.817993,282.335999,306.751984
0.247987,519.252991,247.959,308.341003
0.257932,517.588989,207.846008,309.712006
0.267939,512.643005,180.886002,305.372009
0.277969,508.894989,174.574997,286.751007
0.287935,507.269012,136.464005,286.506012
0.297964,502.650024,104.335999,282.317993
0.307942,499.503998,86.037498,266.885986
0.317939,496.86499,61.389599,256.416992
0.328001,491.670013,36.766499,244.608002
0.338008,489.787994,0.719432,239.17601
0.34691,481.967987,-5.97333,215.219009
0.356937,480.747986,-35.004101,203.462997
0.366906,476.869995,-64.234299,189.115997
0.376925,470.625,-76.3041,166.707001
0.386959,467.424011,-99.345604,147.671005
0.396941,465.269012,-133.403,137.069
,,,
0,811.954041,2535.48999,413.723999
0.009982,811.054016,2522.52002,399.904022
0.019998,806.864014,2466.059814,403.342987
0.029986,806.985962,2413.599854,399.037994
0.039964,804.406982,2342.040039,401.901001
0.049991,801.896973,2272.409912,404.690002
0.059928,797.923035,2222.879883,402.958984
0.090006,796.359009,2016.700073,400.794006
0.110003,791.666992,1902.619995,384.90799
0.118891,789.241028,1848.080078,375.963989
0.128938,786.916016,1795.27002,364.94101
0.149019,781.445984,1663.609985,351.998016
0.198953,768.42395,1370.919922,292.394989
0.228954,763.490967,1180.02002,257.902008
0.238941,760.60498,1120.48999,241.052994
0.308017,742.295959,790.479004,68.257896
0.337967,734.991028,631.638977,41.2328
0.348007,734.197021,595.323975,64.364998
0.357978,733.046997,543.704956,94.672905
0.368002,728.435974,535.656006,98.451195
0.378038,728.272949,469.772003,132.07901
0.387962,724.605957,438.116028,147.315994
0.397956,723.47998,391.665009,169.768005
0.436941,715.737,256.406006,218.820007
0.446958,714.833984,223.06601,228.686996
0.45697,713.731018,183.854996,240.036987
0.466972,709.924988,145.227005,249.779007
0.476963,709.008972,120.324997,251.358978
0.486979,708.843994,65.5979,269.678009
0.496967,707.775024,30.795,275.135986
0.506946,706.429016,-9.57362,282.362
0.516965,704.031006,-43.0369,284.807007
0.526988,702.768005,-81.221603,290.08902
0.536989,701.363037,-123.533005,295.024017
,,,
0,808.848999,2565.98999,428.105011
0.010055,815.286987,2483.069824,446.976013
0.020072,816.806946,2466.730225,443.498993
0.03,824.382019,2371.380127,455.597015
0.059993,838.247009,2232.189941,464.390991
0.070018,841.584961,2163.780029,471.234009
0.080081,847.792053,2116.23999,469.076996
0.090082,853.020996,2052.719971,470.945007
0.100055,855.897034,1940.529907,489.098022
0.109998,860.815979,1883.01001,486.080994
0.13902,873.794983,1734.439941,469.226013
0.149013,879.398987,1667.26001,470.304016
0.159,882.734009,1632.650024,455.183014
0.168998,887.151001,1583.910034,446.238007
0.178981,890.577026,1524.170044,436.794006
0.209051,902.330994,1328.900024,415.343994
0.229079,911.054016,1261.549927,375.018005
0.269006,927.03302,1014.5,326.876984
0.308071,944.35199,808.130005,247.089996
0.338043,952.940979,667.367004,174.389999
0.408021,975.817993,349.056976,53.965199
0.467074,987.651001,128.968994,204.190002
0.507028,996.479004,9.74972,261.536987
0.52705,999.28302,-51.244099,290.318024
0.547086,1002.539978,-130.084,321.451996
,,,
0,919.455017,2920.47998,345.184998
0.010016,920.620972,2891.659912,361.510986
0.020077,915.063965,2765.029785,405.957001
0.268083,839.619995,2511.810059,466.369995
0.278068,826.093018,2456.680176,469.563995
0.288038,819.077026,2380.889893,478.855988
0.29802,812.05896,2308.26001,487.906006
0.308021,802.097046,2277.72998,478.742981
0.318055,794.429016,2173.300049,491.059998
0.328109,784.681946,2145.319824,479.656006
0.338063,777.565002,2046.190063,491.674011
0.367009,752.587952,1919.579956,463.919006
0.377106,742.299988,1831.689941,466.766998
0.38703,732.601013,1761.890015,465.710022
0.397048,725.319031,1726.109985,448.148987
0.407022,719.041016,1617.900024,454.406006
0.417041,710.11499,1569.460083,443.437012
0.42703,701.458984,1550.829956,418.615997
0.43705,695.900024,1465.029907,415.260986
0.447024,687.17804,1420.689941,398.797974
0.457024,678.466003,1377.959961,378.472015
0.467106,670.117981,1298.400024,375.865021
0.477114,661.551025,1270.679932,348.225006
0.48605,656.72998,1183.73999,344.235016
0.496097,648.52002,1134.449951,325.024017
0.506044,638.823975,1086.380005,306.028992
0.516105,630.60199,1051.119995,277.521027
0.526121,622.618958,994.561951,257.436981
0.536111,618.382996,918.65802,247.574005
0.546024,612.39801,855.856018,230.220001
0.556045,604.664978,804.971008,205.464996
0.566076,597.119995,754.233032,183.372009
0.576109,589.450989,705.804993,155.664993
0.586048,580.088989,666.22699,124.845993
0.596043,572.417969,619.768005,94.1101
0.616083,561.580017,494.397003,55.073601
0.626098,556.013977,450.300995,31.332399
0.636038,548.755005,415.561005,54.7845
0.66503,531.459961,302.670013,127.013
0.685101,519.971008,234.663986,166.99501
0.695034,513.72998,197.949005,185.955994
0.705035,511.524963,142.882996,215.886002
0.715043,506.219025,114.909996,225.703995
0.725051,498.144012,94.4711,231.507996
0.735108,498.380005,31.3202,265.72702
0.74507,488.906006,10.7487,265.93399
0.755056,486.945984,-37.531498,286.691986
0.765127,480.087982,-67.837799,295.199982
0.77512,476.432007,-108.501999,307.987
,,,
0,797.247986,2867.629883,375.052979
0.268089,756.551025,2418.77002,475.953003
0.278067,746.685059,2387,465.630005
0.288026,740.609009,2315.310059,470.102997
0.298046,734.734009,2246.340088,472.045013
0.308031,724.699036,2180.830078,469.097992
0.31802,718.837036,2097.580078,475.208984
0.328041,711.546997,2052.939941,468.216003
0.338091,706.061035,1993.839966,460.723999
0.348019,702.495972,1919.890015,457.427002
0.358024,695.45105,1879.469971,446.285004
0.36802,686.343018,1841.48999,428.52301
0.378098,682.994995,1773.349976,421.207001
0.388023,675.96698,1737.059937,403.878998
0.407019,665.877014,1593.819946,392.437988
0.417108,657.039978,1576.089966,363.063019
0.427024,652.317017,1475.369995,364.795013
0.437096,647.317993,1432.73999,342.011993
0.447057,638.813965,1389.619995,321.924011
0.457108,635.893005,1323.420044,307.911987
0.467036,631.210999,1259.290039,292.243988
0.477025,622.883972,1220.48999,266.833984
0.487111,616.463013,1171.069946,243.787003
0.4971,613.739014,1099.98999,231.397995
0.507093,609.139038,1042.359985,211.302002
0.517027,599.030945,1018.800049,174.921997
0.527042,596.444031,942.848999,160.038986
0.537109,590.632019,878.677002,143.556992
0.556113,583.166992,767.711975,93.404099
0.566033,574.604004,746.980042,50.860699
0.576081,568.920044,688.648987,30.058901
0.586048,565.348022,650.10498,50.582401
0.596043,560.388,621.519043,69.775497
0.606062,555.919006,584.18103,94.876999
0.616035,551.415039,547.636963,117.703995
0.626094,547.038025,511.856018,140.046997
0.63605,541.695984,469.164001,165.445007
0.646033,537.687988,427.908997,186.688004
0.656051,533.450012,395.184998,203.897003
0.666031,529.596985,356.321991,222.231003
0.676117,526.091003,317.959015,243.608002
0.685125,522.588013,273.425995,263.09201
0.695049,516.203003,258.399994,263.853027
0.705046,512.877991,215.762009,281.001007
0.715056,509.921021,167.578995,299.378021
0.725016,503.054962,146.665009,304.782013
0.73512,498.001007,113.466003,311.630981
0.745111,494.832001,75.083801,322.670013
0.755076,488.23999,48.942303,325.03598
0.76511,485.434998,5.85814,335.938995
0.775126,482.336029,-29.8778,343.414001
0.785043,475.791992,-54.176498,341.082977
0.795081,471.779999,-94.793404,347.34201
0.805044,468.613007,-128.639999,350.475006
,,,
0,809.388,2804.560059,379.440979
0.009972,806.463989,2721.430176,386.595001
0.019935,800.252014,2684.73999,379.941986
0.030026,793.638,2628.199951,375.572998
0.039945,791.108032,2468.310059,398.007019
0.049955,785.749023,2459.199951,376.347015
0.06001,778.86499,2390.409912,369.143005
0.069949,772.239014,2321.22998,367.279999
0.080038,765.684021,2255.719971,360.394012
0.090028,758.893005,2172.77002,360.801025
0.099957,751.23999,2148.530029,337.588989
0.109956,746.700989,2071.619873,330.891022
0.119962,740.453003,2014.489868,317.356995
0.128979,737.872009,1924.609985,315.847992
0.13896,731.661987,1854.349976,307.509003
0.149031,726.073975,1819.859985,282.946991
0.15896,719.791016,1738.01001,277.375
0.169022,713.88501,1674.059937,265.172974
0.17897,704.315002,1627.959961,241.785004
0.188957,697.075012,1611.77002,207.062012
0.199046,693.045044,1553.410034,186.63501
0.209046,685.630005,1481.219971,176.007004
0.218984,679.844971,1413,158.850006
0.228946,674.211975,1346.369995,142.221008
0.238965,670.424988,1295.189941,116.729996
0.259033,657.661987,1183.880005,69.666
0.267952,652.23999,1136.690063,40.9174
0.277954,648.878967,1088.340088,21.404301
0.288045,642.356995,1040.850098,47.746799
0.308027,633.256958,940.237976,100.395996
0.318042,625.522034,907.302002,118.182999
0.327966,622.542969,876.178955,131.409012
0.337979,616.448975,844.442017,146.800995
0.35805,604.729004,765.743958,176.578003
0.368038,604.200012,699.934021,204.637009
0.378042,598.572021,663.593018,216.600006
0.388053,592.822021,637.091003,222.678009
0.397944,587.100037,602.375977,228.981003
0.40696,585.231995,551.784973,247.37001
0.427013,574.143005,486.600983,255.641006
0.436985,569.69397,431.113983,273.481018
0.446989,562.734009,407.902008,272.334991
0.457041,558.067017,362.894012,281.100983
0.467047,552.740967,333.588013,279.886993
0.477062,551.312988,276.845001,291.509979
0.486996,546.118958,249.246994,288.489014
0.49707,543.072998,202.020996,293.415009
0.507038,538.417969,162.242996,293.770996
0.516993,532.695984,143.242996,279.738007
0.527029,528.625,98.1119,285.075012
0.537003,523.441956,67.086197,274.619995
0.547007,518.115967,42.5797,262.694
0.55701,511.942017,11.871901,254.305984
0.575961,504.109039,-64.772301,240.946991
0.586004,501.35498,-104.223999,238.63501
,,,
0,817.028015,2894.73999,363.016998
0.22903,784.174011,2534.219971,458.889984
0.238003,786.907959,2397.300049,484.649994
0.248045,786.153015,2383.120117,475.856018
0.268005,784.005981,2239.290039,491.791992
0.278062,782.749023,2209.429932,482.798004
0.288009,785.271973,2090.840088,496.643982
0.29801,784.07196,2063.969971,485.363983
0.308056,783.247986,2055.48999,465.539978
0.318065,784.216003,1961.48999,472.990021
0.328032,784.578979,1855.099976,484.115997
0.338007,782.838989,1817.22998,470.485016
0.348073,780.731018,1764.77002,460.925018
0.357999,779.364014,1744.109985,439.391998
0.368005,778.927002,1619.48999,456.080994
0.377995,777.266052,1586.900024,436.733978
0.388071,777.405029,1554.380005,417.706024
0.397009,776.130005,1482.329956,410.353973
0.417124,777.451965,1346.099976,392.028015
0.427011,773.863953,1317.919922,367.909027
0.43701,775.789978,1242.439941,359.239014
0.447012,776.373962,1182,344.765991
0.45701,773.437988,1122.169922,331.022003
0.467012,774.447021,1086.219971,302.495972
0.477022,771.60199,1030.949951,284.866974
0.487008,770.85498,987.234985,263.81601
0.497053,771.10199,934.500977,239.600998
0.507079,772.469971,863.330017,227.169998
0.517074,770.053955,833.434998,190.115997
0.527029,770.286011,783.721008,167.266998
0.535997,768.627014,727.205994,144.502991
0.546034,768.472046,670.55896,124.798996
0.556054,768.27002,617.646973,97.076996
0.566032,767.869995,515.007019,101.618996
0.576079,765.842957,497.854004,55.2365
0.586036,769.186951,454.584991,40.0247
0.596093,768.421021,430.429016,57.725502
0.606046,766.963013,390.644989,85.134003
0.616023,767.046997,352.346985,111.556999
0.62601,765.967041,322.779999,129.960007
0.636085,765.05603,294.317017,147.662994
0.646073,766.143005,252.181,172.317993
0.656085,765.211975,231.839996,179.362991
0.666031,767.345032,185.259003,204.595993
0.67602,764.669006,153.035995,219.289001
0.685002,763.037964,114.961998,238.610001
0.695095,764.087952,78.777496,253.845001
0.705082,765.012024,43.391102,267.277008
0.715033,765.781006,8.45246,280.674011
0.725098,763.96698,-30.759298,296.264008
0.735092,762.799988,-52.593399,298.662018
0.745018,764.35498,-95.168907,313.445984
0.755024,764.76001,-131.723007,322.515991
,,,
0,815.909058,2945.610107,347.604004
0.009947,816.025024,2942.52002,352.313019
0.228931,759.197021,2613.110107,443.240997
0.238937,747.91803,2538.25,451.815979
0.249019,732.748962,2462.110107,457.88501
0.308008,679.467957,2401.779785,418.567017
0.318013,657.357971,2026.789917,446.257996
0.348017,625.177002,1838.02002,425.397003
0.358019,616.966003,1769.070068,418.401978
0.368031,608.77002,1716.550049,407.653015
0.37794,590.408997,1695.219971,382.572998
0.41695,555.629028,1406.730103,350.71701
0.427009,544.289001,1363.790039,328.837006
0.436972,531.925964,1308.230103,313.596008
0.447018,527.18103,1231.310059,300.558014
0.457023,510.837006,1201.880005,276.076996
0.46695,506.397003,1128.949951,261.678009
0.477004,492.04599,1089.830078,234.271011
0.487029,479.988007,1042.01001,208.645004
0.497022,472.67099,972.604004,194.263
0.517035,453.519989,861.64801,148.154007
0.526949,441.906006,816.919983,121.016998
0.547004,425.388,703.52002,74.226898
0.565993,406.289001,610.065979,36.415001
0.575937,398.026001,570.062988,63.521801
0.586022,394.186005,531.632019,87.968498
0.595962,384.274017,511.082001,99.927902
0.606056,376.632996,473.282013,125.549004
0.616039,373.602997,420.703003,158.179001
0.626041,364.283997,401.167999,169.512009
0.636024,356.756012,365.906006,188.495987
0.645957,351.451019,324.562012,208.680008
0.655979,341.833008,298.173981,220.050003
0.665961,335.606995,257.585999,240.005997
0.67602,330.533997,219.009995,255.712006
0.686025,325.621979,181.283997,271.101013
0.695973,316.462006,156.957001,278.533997
0.704985,309.264984,126.762001,285.832001
0.734974,292.450989,20.481701,315.078003
0.745009,287.57901,-19.6474,326.620026
0.754979,282.536011,-58.754898,334.966003
0.765016,274.673004,-79.302101,332.489014
0.775039,268.873016,-118.050003,341.341003
,,,
0,673.964966,2056.02002,498.067993
0.009917,668.926025,1961.339966,505.10199
0.019939,654.227966,1951.280029,488.303986
0.029978,647.713013,1876.640015,489.395996
0.048916,624.963013,1781.530029,469.257996
0.05893,620.888,1699.190063,467.768005
0.078949,596.528015,1641.170044,430.359009
0.088999,588.743958,1592.150024,415.567993
0.098936,581.695984,1502.48999,416.916992
0.108996,574.072021,1456.300049,402.626007
0.118929,564.703979,1398.900024,386.398987
0.129007,555.85498,1342.349976,374.48999
0.139009,551.184998,1262.949951,368.652985
0.148935,543.692993,1222.810059,347.28598
0.159012,530.65802,1194.300049,320.672974
0.168931,523.965027,1132.410034,303.992004
0.178999,519.102966,1072.829956,287.389008
0.188933,513.151978,1003.350037,275.414001
0.217961,488.813995,868.282043,198.785004
0.227939,477.299988,824.383972,174.681
0.237912,472.855011,763.088013,153.341995
0.247943,462.03299,730.947998,118.292999
0.257952,457.152008,662.333008,105.839996
0.268003,449.119995,633.095032,65.031898
0.277953,441.740997,575.743958,42.124699
0.287938,431.600006,545.288025,11.8812
0.297989,430.988007,499.352997,42.772598
0.307936,424.205017,462.27301,70.604401
0.317987,419.042999,425.911987,97.908195
0.327933,418.007996,375.701996,130.181992
0.33698,412.65802,342.393982,150.345993
0.34697,407.458984,309.713989,170.130997
0.356961,402.251984,277.399994,188.087997
0.366939,396.194,253.728989,198.332993
0.376948,391.23999,222.509003,215.722992
0.387005,390.501007,164.642014,246.425995
0.397015,384.503998,142.817001,252.669006
0.406957,379.638,113.854996,265.804993
0.416945,374.065002,79.359398,278.593994
0.427019,370.720001,39.218998,295.953003
0.437005,363.242004,11.4877,302.682007
0.447022,357.987,-14.9217,305.847992
0.457011,357.656982,-63.909798,328.167999
0.467012,352.225983,-95.4487,334.473022
