0,622.163025,2361.350098,506.809998
0.010014,617.425049,2294.290039,509.360016
0.019024,613.283997,2207.590088,514.69397
0.030039,611.461975,2123.369873,520.140015
0.039021,607.301025,2061.170166,514.563965
0.049046,602.776978,2018.22998,502.819
0.059075,597.822998,1994.829956,480.311005
0.069033,594.012024,1919.440063,479.257996
0.079053,590.213013,1832.76001,475.346008
0.089017,590.539001,1748.880005,473.657013
0.099025,588.659973,1669.630005,465.505005
0.10904,582.502991,1621.26001,448.01001
0.119021,580.132996,1574.550049,428.586975
0.129025,574.86499,1499.150024,425.85199
0.139036,572.004028,1456.880005,398.556
0.149043,566.501953,1400.320068,382.015991
0.159016,569.179993,1284.25,384.717987
0.169032,564.762024,1245.399902,358.824005
0.179029,560.97699,1183.209961,341.203979
0.188046,555.212036,1134.73999,317.927979
0.198025,552.487,1088.600098,288.929993
0.208026,548.682983,1030.959961,268.636993
0.218034,548.687012,955.382019,252.332001
0.22802,544.684998,902.320007,226.841003
0.23803,540.580994,850.305969,200.050995
0.248024,536.449036,800.004028,171.565002
0.258028,534.264954,741.244995,147.664993
0.268035,529.819031,693.459961,114.505997
0.278042,524.834961,656.63501,73.244804
0.288042,525.249023,574.973999,61.736504
0.298052,520.569031,530.973999,24.003901
0.308027,520.142029,479.234009,53.987598
0.328017,514.549988,409.80899,110.188004
0.337098,513.993958,376.996002,136.888992
0.347027,509.444,336.735992,163.716995
0.357082,506.104004,304.809998,187.914001
0.367035,501.751007,289.035004,198.964005
0.377039,502.851013,230.917999,235.634995
0.387034,498.936005,209.009003,247.96701
0.397051,495.433014,180.406998,263.606995
0.40703,497.087006,133.931,287.858002
0.417126,493.647003,107.079002,301.005005
0.427038,491.437988,61.518101,323.414001
0.43704,491.281982,24.814001,339.846985
0.447068,487.156982,-5.97726,353.46402
0.457039,483.661011,-30.438101,361.190002
0.467045,480.955017,-65.674797,372.872009
0.506049,473.487,-197.005997,406.542999
